dummy,fill,run,ls,nb,sec,msec,acqflag,step,beam,ip,scanstatus,plane,progress,nominal_separation,read_nominal_B1sepPlane,read_nominal_B1xingPlane,read_nominal_B2sepPlane,read_nominal_B2xingPlane,set_nominal_B1sepPlane,set_nominal_B1xingPlane,set_nominal_B2sepPlane,set_nominal_B2xingPlane,atlas_totInst,nominal_separation_plane,bpm_5LDOROS_B1Names,bpm_5LDOROS_B1hPos,bpm_5LDOROS_B1vPos,bpm_5LDOROS_B1hErr,bpm_5LDOROS_B1vErr,bpm_5RDOROS_B1Names,bpm_5RDOROS_B1hPos,bpm_5RDOROS_B1vPos,bpm_5RDOROS_B1hErr,bpm_5RDOROS_B1vErr,bpm_5LDOROS_B2Names,bpm_5LDOROS_B2hPos,bpm_5LDOROS_B2vPos,bpm_5LDOROS_B2hErr,bpm_5LDOROS_B2vErr,bpm_5RDOROS_B2Names,bpm_5RDOROS_B2hPos,bpm_5RDOROS_B2vPos,bpm_5RDOROS_B2hErr,bpm_5RDOROS_B2vErr,totsize,publishnnb,datasourceid,algoid,channelid,payloadtype,bstar5,xingHmurad
827,7483,327463,164,4,1543465602,236,1,69,3,32,ACQUIRING,MIXED,26,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2757.30688477,-1504.48339844,1108.87194824,552.135559082,LHC.BPM.1R5.B1_D,3490.69604492,-1765.03662109,1349.71789551,778.057006836,LHC.BPM.1L5.B2_D,4072.04052734,-1461.01513672,1626.92285156,615.070007324,LHC.BPM.1R5.B2_D,-3742.53613281,-1926.52038574,1500.5435791,813.505004883,266,4,2,0,0,11,50,160
828,7483,327463,164,8,1543465603,659,1,69,3,32,ACQUIRING,MIXED,25,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2758.0012207,-1504.61352539,1062.7590332,633.214294434,LHC.BPM.1R5.B1_D,3491.51171875,-1764.86254883,1405.81982422,615.29473877,LHC.BPM.1L5.B2_D,4071.81738281,-1461.32666016,1600.0324707,543.886657715,LHC.BPM.1R5.B2_D,-3742.58276367,-1926.05480957,1452.31921387,708.60168457,266,4,2,0,0,11,50,160
829,7483,327463,164,12,1543465605,74,1,69,3,32,ACQUIRING,MIXED,23,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2758.3137207,-1505.03710938,1062.96972656,633.449951172,LHC.BPM.1R5.B1_D,3491.90478516,-1764.4954834,1406.09313965,615.140075684,LHC.BPM.1L5.B2_D,4071.50561523,-1461.13793945,1599.77246094,543.758422852,LHC.BPM.1R5.B2_D,-3742.13500977,-1926.2388916,1451.92932129,708.799133301,266,4,2,0,0,11,50,160
830,7483,327463,164,16,1543465606,594,1,69,3,32,ACQUIRING,MIXED,22,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2758.47167969,-1504.97729492,1109.02453613,552.189331055,LHC.BPM.1R5.B1_D,3492.14404297,-1764.42663574,1349.9375,777.876037598,LHC.BPM.1L5.B2_D,4071.78125,-1460.9979248,1627.17016602,614.946716309,LHC.BPM.1R5.B2_D,-3742.55078125,-1926.34838867,1500.92321777,813.550476074,266,4,2,0,0,11,50,160
831,7483,327463,164,20,1543465608,6,1,69,3,32,ACQUIRING,MIXED,21,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2758.46069336,-1504.93408203,1062.96936035,633.418884277,LHC.BPM.1R5.B1_D,3492.07324219,-1764.3885498,1406.04638672,615.106811523,LHC.BPM.1L5.B2_D,4071.93701172,-1460.60876465,1599.89221191,543.447692871,LHC.BPM.1R5.B2_D,-3742.3347168,-1926.90344238,1451.75231934,709.236083984,266,4,2,0,0,11,50,160
832,7483,327463,164,24,1543465609,519,1,69,3,32,ACQUIRING,MIXED,19,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2759.13696289,-1505.0625,1063.21228027,633.443115234,LHC.BPM.1R5.B1_D,3492.63476562,-1764.22338867,1406.29321289,615.034729004,LHC.BPM.1L5.B2_D,4071.07495117,-1460.13452148,1599.62341309,543.211853027,LHC.BPM.1R5.B2_D,-3741.65478516,-1927.27355957,1451.63769531,709.400085449,266,4,2,0,0,11,50,160
833,7483,327463,164,28,1543465610,931,1,69,3,32,ACQUIRING,MIXED,18,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2759.30175781,-1505.26074219,1109.45043945,552.426574707,LHC.BPM.1R5.B1_D,3492.87768555,-1764.1081543,1350.33276367,777.738220215,LHC.BPM.1L5.B2_D,4070.91381836,-1460.484375,1626.63598633,615.085693359,LHC.BPM.1R5.B2_D,-3741.77978516,-1926.90014648,1500.6114502,813.390075684,266,4,2,0,0,11,50,160
834,7483,327463,164,32,1543465612,444,1,69,3,32,ACQUIRING,MIXED,16,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2759.2277832,-1504.96643066,1109.26245117,552.237304688,LHC.BPM.1R5.B1_D,3492.8828125,-1764.35253906,1350.18334961,777.93157959,LHC.BPM.1L5.B2_D,4071.35253906,-1461.03955078,1626.59631348,615.080200195,LHC.BPM.1R5.B2_D,-3741.78662109,-1926.52905273,1500.47058105,813.462585449,266,4,2,0,0,11,50,160
835,7483,327463,164,36,1543465613,857,1,69,3,32,ACQUIRING,MIXED,15,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2759.52661133,-1504.62744141,1063.57897949,633.13861084,LHC.BPM.1R5.B1_D,3493.16845703,-1764.75622559,1406.67871094,615.351135254,LHC.BPM.1L5.B2_D,4071.38452148,-1461.0045166,1600.04956055,543.630737305,LHC.BPM.1R5.B2_D,-3741.91357422,-1926.46557617,1451.89160156,708.982971191,266,4,2,0,0,11,50,160
836,7483,327463,164,40,1543465615,269,1,69,3,32,ACQUIRING,MIXED,13,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2759.06787109,-1505.10778809,1063.49914551,633.399291992,LHC.BPM.1R5.B1_D,3492.671875,-1764.05895996,1406.56384277,615.05682373,LHC.BPM.1L5.B2_D,4071.03588867,-1461.01953125,1599.65380859,543.599914551,LHC.BPM.1R5.B2_D,-3741.61352539,-1926.4901123,1451.59985352,709.077270508,266,4,2,0,0,11,50,160
837,7483,327463,164,44,1543465616,782,1,69,3,32,ACQUIRING,MIXED,12,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2759.04638672,-1504.90148926,1108.96655273,552.194885254,LHC.BPM.1R5.B1_D,3492.73168945,-1764.35656738,1349.9552002,777.918579102,LHC.BPM.1L5.B2_D,4071.61572266,-1460.91210938,1627.20874023,615.047851562,LHC.BPM.1R5.B2_D,-3742.19042969,-1926.35375977,1501.01330566,813.291442871,266,4,2,0,0,11,50,160
838,7483,327463,164,48,1543465618,195,1,69,3,32,ACQUIRING,MIXED,10,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2760.28759766,-1504.87597656,1110.15014648,552.077758789,LHC.BPM.1R5.B1_D,3493.87475586,-1764.39770508,1351.11291504,777.999816895,LHC.BPM.1L5.B2_D,4069.22949219,-1461.35058594,1625.60205078,615.43157959,LHC.BPM.1R5.B2_D,-3739.90258789,-1925.87988281,1499.34924316,812.886291504,266,4,2,0,0,11,50,160
839,7483,327463,164,52,1543465619,708,1,69,3,32,ACQUIRING,MIXED,9,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2763.82543945,-1504.60229492,1066.08862305,633.291564941,LHC.BPM.1R5.B1_D,3497.46020508,-1764.6472168,1409.15185547,615.205932617,LHC.BPM.1L5.B2_D,4066.88452148,-1461.6998291,1597.51123047,543.839660645,LHC.BPM.1R5.B2_D,-3737.59277344,-1925.6126709,1449.6340332,708.896850586,266,4,2,0,0,11,50,160
840,7483,327463,164,56,1543465621,120,1,69,3,32,ACQUIRING,MIXED,7,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2766.05908203,-1504.25854492,1065.36083984,633.069274902,LHC.BPM.1R5.B1_D,3499.8815918,-1765.10876465,1408.38342285,615.467956543,LHC.BPM.1L5.B2_D,4066.67138672,-1461.47375488,1598.47949219,543.692138672,LHC.BPM.1R5.B2_D,-3737.23681641,-1925.99023438,1450.39941406,709.080810547,266,4,2,0,0,11,50,160
841,7483,327463,164,60,1543465622,634,1,69,3,32,ACQUIRING,MIXED,6,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2763.09716797,-1503.97814941,1110.31811523,551.806396484,LHC.BPM.1R5.B1_D,3496.70043945,-1765.26708984,1351.2956543,778.236755371,LHC.BPM.1L5.B2_D,4069.27197266,-1460.57373047,1626.54089355,614.692565918,LHC.BPM.1R5.B2_D,-3739.68994141,-1926.93615723,1500.25097656,813.755310059,266,4,2,0,0,11,50,160
842,7483,327463,164,64,1543465624,52,1,69,3,32,ACQUIRING,MIXED,5,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2761.34326172,-1503.90588379,1063.9864502,633.013244629,LHC.BPM.1R5.B1_D,3494.84863281,-1765.21008301,1406.93151855,615.42364502,LHC.BPM.1L5.B2_D,4071.10546875,-1459.76940918,1599.93908691,543.052368164,LHC.BPM.1R5.B2_D,-3741.73876953,-1927.37158203,1452.02331543,709.422119141,266,4,2,0,0,11,50,160
843,7483,327463,165,4,1543465625,470,1,69,3,32,ACQUIRING,MIXED,3,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2760.63916016,-1503.99450684,1063.87402344,632.901367188,LHC.BPM.1R5.B1_D,3494.2590332,-1765.33459473,1406.81799316,615.53729248,LHC.BPM.1L5.B2_D,4072.17749023,-1459.37023926,1600.53881836,542.99041748,LHC.BPM.1R5.B2_D,-3742.92431641,-1927.97229004,1452.6517334,709.487854004,266,4,2,0,0,11,50,160
844,7483,327463,165,8,1543465626,989,1,69,3,32,ACQUIRING,MIXED,2,0.0240850318223,-0.0596146658063,0.0725903436542,0.0596146658063,-0.0485053099692,0.0,0.0240850318223,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2760.58984375,-1503.70239258,1109.83215332,551.761413574,LHC.BPM.1R5.B1_D,3494.015625,-1765.43786621,1350.74890137,778.309875488,LHC.BPM.1L5.B2_D,4073.04956055,-1459.56530762,1627.49304199,614.598266602,LHC.BPM.1R5.B2_D,-3743.74365234,-1927.71057129,1501.21618652,813.96661377,266,4,2,0,0,11,50,160
845,7483,327463,165,36,1543465637,182,1,71,3,32,ACQUIRING,MIXED,1,0.0,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0485053099692,0.0,0.0,0.0,0.0,0,CROSSING,LHC.BPM.1L5.B1_D,-2779.75610352,-1503.89868164,1071.69970703,633.25,LHC.BPM.1R5.B1_D,3465.81835938,-1765.23754883,1395.97277832,615.250671387,LHC.BPM.1L5.B2_D,4073.17724609,-1458.06750488,1600.40673828,542.209533691,LHC.BPM.1R5.B2_D,-3743.09741211,-1929.26855469,1452.31384277,710.382629395,266,4,2,0,0,11,50,160
846,7483,327463,165,64,1543465647,369,1,73,3,32,ACQUIRING,MIXED,1,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.79296875,-1502.92443848,1072.4197998,632.647399902,LHC.BPM.1R5.B1_D,3467.99902344,-1765.42651367,1396.80407715,615.611755371,LHC.BPM.1L5.B2_D,4050.50268555,-1459.18029785,1591.53857422,542.84765625,LHC.BPM.1R5.B2_D,-3768.40600586,-1927.41687012,1462.38769531,709.340515137,266,4,2,0,0,11,50,160
847,7483,327463,166,4,1543465648,785,1,74,3,32,ACQUIRING,MIXED,73,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.9375,-1503.01049805,1118.15478516,551.510681152,LHC.BPM.1R5.B1_D,3468.23510742,-1765.32104492,1340.49780273,778.165405273,LHC.BPM.1L5.B2_D,4050.59912109,-1459.6730957,1618.78955078,614.839477539,LHC.BPM.1R5.B2_D,-3768.71240234,-1926.78857422,1511.25671387,813.453430176,266,4,2,0,0,11,50,160
848,7483,327463,166,8,1543465650,299,1,74,3,32,ACQUIRING,MIXED,72,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2782.60791016,-1503.23828125,1118.57275391,551.706054688,LHC.BPM.1R5.B1_D,3468.77172852,-1764.8885498,1340.84643555,777.909973145,LHC.BPM.1L5.B2_D,4050.921875,-1459.62207031,1618.89025879,614.471313477,LHC.BPM.1R5.B2_D,-3768.70727539,-1927.03405762,1511.20922852,813.827941895,266,4,2,0,0,11,50,160
849,7483,327463,166,12,1543465651,710,1,74,3,32,ACQUIRING,MIXED,70,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2782.62158203,-1503.42700195,1072.54980469,632.786804199,LHC.BPM.1R5.B1_D,3468.78857422,-1764.77307129,1396.90637207,615.435302734,LHC.BPM.1L5.B2_D,4050.6652832,-1458.72412109,1591.49645996,542.467529297,LHC.BPM.1R5.B2_D,-3768.67260742,-1927.76013184,1462.41052246,709.738952637,266,4,2,0,0,11,50,160
850,7483,327463,166,16,1543465653,223,1,74,3,32,ACQUIRING,MIXED,69,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2782.89306641,-1502.90393066,1072.77001953,632.645324707,LHC.BPM.1R5.B1_D,3469.06982422,-1765.20214844,1397.09851074,615.600952148,LHC.BPM.1L5.B2_D,4051.07788086,-1458.75463867,1591.46740723,542.481750488,LHC.BPM.1R5.B2_D,-3769.17944336,-1927.76379395,1462.58215332,709.78918457,266,4,2,0,0,11,50,160
851,7483,327463,166,20,1543465654,635,1,74,3,32,ACQUIRING,MIXED,67,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2782.39697266,-1502.78588867,1118.17333984,551.344177246,LHC.BPM.1R5.B1_D,3468.54785156,-1765.35693359,1340.46252441,778.210266113,LHC.BPM.1L5.B2_D,4050.63354492,-1458.86743164,1618.88452148,614.577209473,LHC.BPM.1R5.B2_D,-3768.68212891,-1927.56359863,1511.03674316,813.628173828,266,4,2,0,0,11,50,160
852,7483,327463,166,24,1543465656,147,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
853,7483,327463,166,28,1543465657,565,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
854,7483,327463,166,32,1543465658,977,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
855,7483,327463,166,36,1543465660,490,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
856,7483,327463,166,40,1543465661,901,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
857,7483,327463,166,44,1543465663,415,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
858,7483,327463,166,48,1543465664,826,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
859,7483,327463,166,52,1543465666,342,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
860,7483,327463,166,56,1543465667,754,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
861,7483,327463,166,60,1543465669,271,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
862,7483,327463,166,64,1543465670,683,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
863,7483,327463,167,4,1543465672,100,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
864,7483,327463,167,8,1543465673,615,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
865,7483,327463,167,12,1543465675,25,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
866,7483,327463,167,16,1543465676,541,1,74,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2781.65673828,-1503.10229492,1117.69543457,551.56842041,LHC.BPM.1R5.B1_D,3467.83740234,-1764.93994141,1340.09399414,777.860839844,LHC.BPM.1L5.B2_D,4051.27514648,-1459.27734375,1619.39257812,614.532714844,LHC.BPM.1R5.B2_D,-3769.10864258,-1927.34924316,1511.42150879,813.647460938,266,4,2,0,0,11,50,160
867,7483,327463,167,20,1543465677,952,1,74,3,32,ACQUIRING,MIXED,44,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2782.85498047,-1501.20654297,1072.51586914,632.076599121,LHC.BPM.1R5.B1_D,3468.86132812,-1766.75256348,1396.85266113,616.083374023,LHC.BPM.1L5.B2_D,4055.82519531,-1456.31286621,1593.88757324,541.724365234,LHC.BPM.1R5.B2_D,-3774.39819336,-1930.03588867,1464.9420166,710.34979248,266,4,2,0,0,11,50,160
868,7483,327463,167,24,1543465679,464,1,74,3,32,ACQUIRING,MIXED,42,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2779.22583008,-1501.8795166,1071.40319824,632.304199219,LHC.BPM.1R5.B1_D,3465.28125,-1766.04663086,1395.70910645,615.852905273,LHC.BPM.1L5.B2_D,4061.47338867,-1458.06054688,1595.90856934,542.414489746,LHC.BPM.1R5.B2_D,-3779.48095703,-1928.31103516,1466.59411621,709.767578125,266,4,2,0,0,11,50,160
869,7483,327463,167,28,1543465680,879,1,74,3,32,ACQUIRING,MIXED,41,0.0240850318223,-0.0596146658063,0.0485053136945,0.0596146658063,-0.0725903436542,0.0,0.0,0.0,-0.0240850318223,0,CROSSING,LHC.BPM.1L5.B1_D,-2778.10205078,-1501.56604004,1116.2265625,550.757507324,LHC.BPM.1R5.B1_D,3464.07470703,-1766.12036133,1338.40783691,778.599304199,LHC.BPM.1L5.B2_D,4061.55688477,-1458.09692383,1623.22460938,614.077758789,LHC.BPM.1R5.B2_D,-3779.7253418,-1928.25146484,1515.8560791,814.247558594,266,4,2,0,0,11,50,160
