sec bpm_5LDOROS_B1hPos bpm_5LDOROS_B1vPos bpm_5LDOROS_B2hPos bpm_5LDOROS_B2vPos bpm_5RDOROS_B1hPos bpm_5RDOROS_B1vPos bpm_5RDOROS_B2hPos bpm_5RDOROS_B2vPos
1501236358 1083.4 -1237.88 483.035 -1180.98 126.744 -1817.75 -61.5984 -1577.27
1501236360 1083.52 -1238 483.178 -1181.14 126.9 -1817.72 -61.6996 -1577.31
1501236361 1083.41 -1237.98 483.13 -1181.09 126.928 -1817.66 -61.5993 -1577.35
1501236362 1083.36 -1238.13 482.986 -1181.18 126.946 -1817.64 -61.6304 -1577.3
1501236376 1131.97 -1237.94 483.391 -1181.02 175.459 -1817.29 -61.5686 -1577.28
1501236377 1132.05 -1237.97 483.245 -1181.03 175.47 -1817.28 -61.5682 -1577.25
1501236379 1132.01 -1237.92 483.087 -1181.03 175.611 -1817.27 -61.4909 -1577.33
1501236380 1132.23 -1238.03 483.254 -1181.02 175.569 -1817.24 -61.2884 -1577.24
1501236381 1132.27 -1238.02 483.207 -1181.03 175.573 -1817.24 -61.2034 -1577.2
1501236383 1132.43 -1237.97 483.463 -1180.99 175.841 -1817.46 -60.7654 -1577.19
1501236384 1132.58 -1237.89 483.458 -1180.97 175.985 -1817.57 -60.5584 -1577.22
1501236386 1132.48 -1237.89 483.675 -1180.96 176.261 -1817.5 -60.1847 -1577.1
1501236387 1132.45 -1237.96 483.84 -1181.13 176.339 -1817.47 -60.2057 -1577.14
1501236389 1132.41 -1238 483.593 -1181.08 176.549 -1817.62 -60.6291 -1576.99
1501236390 1132.46 -1238.02 483.484 -1181.04 176.437 -1817.68 -60.9009 -1576.92
1501236392 1132.08 -1238.2 482.974 -1181.27 176.655 -1817.42 -61.3281 -1576.88
1501236393 1132.02 -1238.19 482.837 -1181.45 176.732 -1817.26 -61.6632 -1576.94
1501236395 1131.74 -1238.16 482.094 -1181.68 176.933 -1817.34 -62.1331 -1576.85
1501236396 1131.8 -1238.11 481.939 -1181.55 176.959 -1817.31 -62.2864 -1576.78
1501236398 1131.8 -1238.23 481.798 -1181.69 176.95 -1817.19 -62.4066 -1576.8
1501236399 1131.52 -1238.39 481.351 -1182.03 176.98 -1817.02 -63.285 -1576.75
1501236400 1131.49 -1238.36 481.191 -1182.11 176.926 -1816.91 -63.3219 -1576.75
1501236402 1131.25 -1238.32 481.053 -1181.94 176.593 -1817.02 -63.5418 -1576.69
1501236403 1131.29 -1238.2 480.801 -1182.12 176.566 -1817.02 -63.6605 -1576.81
1501236405 1131.18 -1238.16 480.761 -1182.18 176.584 -1817.05 -63.6733 -1576.94
1501236406 1131.23 -1238.07 480.827 -1182.24 176.406 -1817.09 -63.4585 -1576.99
1501236408 1131.49 -1237.99 481.214 -1182.16 176.556 -1817.16 -63.335 -1577.1
1501236409 1131.55 -1238.02 481.238 -1182.08 176.255 -1817.11 -63.2292 -1577.12
1501236411 1131.46 -1238.03 481.196 -1181.87 175.879 -1816.98 -63.1415 -1577.19
1501236412 1131.57 -1238.02 481.406 -1181.89 175.675 -1816.99 -62.9675 -1577.11
1501236414 1131.71 -1237.95 481.604 -1181.83 175.472 -1816.97 -62.3872 -1577.1
1501236415 1131.81 -1237.93 481.808 -1181.73 175.478 -1817.03 -62.1464 -1577.1
1501236416 1131.94 -1238.04 481.958 -1181.57 175.413 -1817.1 -61.8363 -1577.16
1501236418 1132.12 -1237.93 482.172 -1181.51 175.237 -1817.21 -61.304 -1577.23
1501236419 1132.18 -1238.03 482.398 -1181.38 175.145 -1817.2 -61.1768 -1577.3
1501236432 1180.18 -1238.13 482.583 -1181.5 223.753 -1816.84 -61.7255 -1577.33
1501236434 1180.45 -1238.17 482.501 -1181.71 224.129 -1816.83 -61.9167 -1577.28
1501236435 1180.43 -1238.09 482.266 -1181.75 224.328 -1816.75 -62.1102 -1577.23
1501236437 1180.45 -1238.16 482.108 -1181.79 224.278 -1816.66 -62.03 -1577.15
1501236438 1180.42 -1238.13 482.223 -1181.82 224.46 -1816.78 -62.1735 -1577.18
1501236440 1180.43 -1238.12 482.066 -1181.9 224.497 -1816.77 -62.3999 -1577.23
1501236441 1180.47 -1238.18 481.995 -1181.9 224.618 -1816.75 -62.5046 -1577.28
1501236443 1180.44 -1238.05 481.994 -1181.78 224.336 -1816.78 -62.2502 -1577.25
1501236444 1180.49 -1238.1 482.006 -1181.85 224.465 -1816.72 -62.1969 -1577.19
1501236446 1180.56 -1238.17 482.103 -1181.71 224.402 -1816.74 -62.1234 -1577.3
1501236447 1180.63 -1238.14 482.127 -1181.81 224.483 -1816.8 -61.9839 -1577.27
1501236448 1180.7 -1238.03 482.121 -1181.74 224.234 -1816.79 -61.796 -1577.33
1501236450 1180.72 -1238.14 482.277 -1181.8 224.302 -1816.85 -61.8232 -1577.39
1501236451 1180.72 -1238.04 482.453 -1181.76 224.269 -1816.88 -61.8322 -1577.34
1501236453 1180.7 -1238.03 482.302 -1181.6 224.142 -1816.78 -61.5082 -1577.33
1501236454 1180.76 -1238 482.218 -1181.64 224.269 -1816.85 -61.5079 -1577.32
1501236456 1180.8 -1237.94 482.216 -1181.73 224.146 -1816.88 -61.6111 -1577.21
1501236457 1180.76 -1237.96 482.269 -1181.63 223.956 -1816.85 -61.5832 -1577.2
1501236459 1180.78 -1237.99 482.177 -1181.47 224.131 -1816.75 -61.5978 -1577.12
1501236460 1180.74 -1237.96 482.064 -1181.52 224.114 -1816.69 -61.5583 -1577.19
1501236462 1180.74 -1237.93 482.186 -1181.82 224.098 -1816.79 -61.4459 -1577.29
1501236463 1180.72 -1237.97 482.176 -1181.78 224.128 -1816.77 -61.4123 -1577.24
1501236465 1180.66 -1237.97 482.08 -1181.78 224.229 -1816.78 -61.6094 -1577.24
1501236466 1180.7 -1237.97 482.015 -1181.6 224.164 -1816.68 -61.7055 -1577.21
1501236467 1180.75 -1237.99 481.968 -1181.69 224.117 -1816.63 -61.6415 -1577.33
1501236469 1180.72 -1238.04 481.869 -1182.01 224.176 -1816.61 -61.6436 -1577.2
1501236470 1180.71 -1238.05 481.771 -1182.04 224.274 -1816.65 -61.7547 -1577.22
1501236472 1180.92 -1238.16 481.872 -1181.91 224.415 -1816.59 -61.671 -1577.21
1501236473 1181.05 -1238.1 482.004 -1182.04 224.501 -1816.72 -61.6338 -1577.27
1501236475 1181.23 -1238.03 482.026 -1182.16 224.687 -1816.8 -61.2378 -1577.2
1501236476 1181.19 -1238.08 482.197 -1182.09 224.891 -1816.94 -61.1094 -1577.2
1501236658 746.091 -1237.9 482.035 -1182.57 -214.784 -1819.69 -61.0125 -1577.26
1501236660 746.117 -1237.88 482.157 -1182.66 -214.763 -1819.75 -60.8875 -1577.17
1501236661 746.004 -1237.87 482.246 -1182.51 -214.649 -1819.8 -61.0102 -1577.29
1501236663 746.097 -1237.89 482.125 -1182.62 -214.557 -1819.83 -61.0803 -1577.19
1501236664 746.041 -1237.98 482.027 -1182.58 -214.592 -1819.75 -61.1022 -1577.07
1501236666 745.997 -1237.85 481.897 -1182.59 -214.786 -1819.8 -61.0484 -1577.15
1501236667 745.957 -1237.8 481.789 -1182.51 -214.699 -1819.79 -61.0028 -1577.06
1501236668 746.019 -1237.8 481.904 -1182.5 -214.627 -1819.81 -61.1066 -1577.06
1501236670 745.811 -1237.81 481.835 -1182.58 -214.658 -1819.76 -61.1303 -1577.15
1501236671 745.954 -1237.7 481.853 -1182.64 -214.597 -1819.79 -61.1931 -1577.22
1501236673 745.953 -1237.77 481.799 -1182.73 -214.609 -1819.84 -61.1633 -1577.08
1501236674 745.986 -1237.8 481.772 -1182.79 -214.505 -1819.87 -61.2582 -1577.06
1501236676 745.95 -1237.77 481.644 -1182.76 -214.479 -1819.9 -61.2935 -1577.16
1501236677 746.156 -1237.97 481.802 -1182.75 -214.299 -1819.99 -61.3652 -1577.22
1501236679 746.391 -1237.97 481.521 -1182.67 -214.288 -1819.84 -61.1266 -1577.08
1501236680 746.493 -1237.98 481.498 -1182.68 -214.14 -1819.84 -61.2554 -1577.2
1501236682 746.569 -1237.92 481.644 -1182.81 -214.068 -1819.72 -60.9535 -1577.04
1501236683 746.588 -1237.88 481.719 -1182.61 -213.987 -1819.8 -60.8191 -1577.06
1501236685 746.69 -1237.94 481.896 -1182.6 -213.828 -1819.95 -60.677 -1577.15
1501236686 746.779 -1237.91 481.891 -1182.54 -213.964 -1819.97 -60.6568 -1577.14
1501236687 746.797 -1237.92 481.888 -1182.56 -213.918 -1819.93 -60.5553 -1577.08
1501236689 746.693 -1237.91 481.788 -1182.53 -214.033 -1819.9 -60.5383 -1577.12
1501236690 746.614 -1237.84 481.803 -1182.51 -214.131 -1819.85 -60.5821 -1577.13
1501236692 746.451 -1237.91 481.777 -1182.55 -214.426 -1819.97 -60.6078 -1577.11
1501236693 746.397 -1237.91 481.8 -1182.47 -214.333 -1819.99 -60.6637 -1577.12
1501236695 746.445 -1237.92 481.732 -1182.6 -214.521 -1819.94 -60.8341 -1577.21
1501236696 746.41 -1238.03 481.616 -1182.59 -214.532 -1819.83 -60.784 -1577.27
1501236698 746.243 -1237.95 481.644 -1182.48 -214.72 -1819.82 -60.9441 -1577.32
1501236699 746.183 -1237.9 481.833 -1182.45 -214.857 -1819.79 -61.0196 -1577.4
1501236701 746.088 -1237.89 481.622 -1182.43 -214.935 -1819.76 -61.1568 -1577.31
1501236702 746.042 -1237.82 481.609 -1182.4 -215.017 -1819.82 -61.1105 -1577.38
1501236800 738.239 -1670.41 482.748 -1181.56 -211.286 -2256.85 -60.4249 -1576.4
1501236801 738.271 -1670.43 482.589 -1181.6 -211.187 -2256.85 -60.4293 -1576.42
1501236803 738.234 -1670.37 482.448 -1181.55 -211.19 -2256.83 -60.3523 -1576.37
1501236804 738.221 -1670.33 482.363 -1181.61 -211.146 -2256.76 -60.2336 -1576.36
1501236805 738.248 -1670.27 482.246 -1181.7 -211.113 -2256.92 -60.1929 -1576.28
1501236807 738.142 -1670.33 482.074 -1181.56 -210.881 -2256.83 -60.2302 -1576.32
1501236808 738.117 -1670.31 482.118 -1181.43 -210.77 -2256.78 -60.1601 -1576.32
1501236810 738.242 -1670.23 482.112 -1181.52 -210.856 -2256.71 -60.2402 -1576.31
1501236811 738.247 -1670.22 481.843 -1181.37 -210.974 -2256.7 -60.2606 -1576.24
1501236813 738.017 -1670.22 481.722 -1181.58 -210.979 -2256.7 -60.493 -1576.34
1501236814 737.861 -1670.24 481.818 -1181.57 -211.022 -2256.66 -60.3247 -1576.3
1501236816 737.648 -1670.31 481.884 -1181.85 -211.04 -2256.51 -60.1704 -1576.24
1501236817 737.488 -1670.27 481.761 -1181.94 -210.768 -2256.64 -60.4454 -1576.08
1501236819 737.546 -1670.45 481.556 -1181.98 -210.835 -2256.62 -61.1333 -1575.89
1501236820 737.523 -1670.58 481.149 -1182.18 -210.549 -2256.57 -61.8532 -1575.9
1501236821 737.429 -1670.66 480.86 -1182.37 -210.141 -2256.49 -62.4362 -1575.89
1501236823 737.412 -1670.76 479.839 -1182.64 -209.352 -2256.38 -62.8591 -1575.92
1501236824 737.699 -1670.57 479.149 -1182.74 -209.118 -2256.44 -62.8419 -1576
1501236826 737.809 -1670.61 478.498 -1183.05 -208.568 -2256.41 -62.6938 -1576.15
1501236827 737.875 -1670.62 478.489 -1183.08 -208.347 -2256.39 -62.6513 -1576.07
1501236829 737.916 -1670.56 478.305 -1183.22 -208.321 -2256.38 -62.6096 -1576
1501236830 738.051 -1670.58 478.481 -1183.05 -208.566 -2256.24 -62.5602 -1576.13
1501236832 738.18 -1670.58 478.682 -1182.97 -208.656 -2256.28 -62.4886 -1576.1
1501236833 738.065 -1670.57 478.888 -1182.82 -208.877 -2256.38 -62.1365 -1576.15
1501236835 738.031 -1670.52 479.414 -1182.8 -209.05 -2256.54 -61.6859 -1576.11
1501236836 737.966 -1670.39 479.977 -1182.53 -209.232 -2256.62 -61.5846 -1576.12
1501236837 737.923 -1670.43 479.971 -1182.57 -209.429 -2256.5 -61.4639 -1576.09
1501236839 737.881 -1670.37 479.981 -1182.37 -209.726 -2256.52 -61.3669 -1576.23
1501236840 738.021 -1670.3 480.303 -1182.09 -209.857 -2256.56 -61.288 -1576.4
1501236842 738.04 -1670.3 480.355 -1182.16 -210.287 -2256.6 -61.1999 -1576.41
1501236843 737.944 -1670.19 480.513 -1182.1 -210.319 -2256.62 -61.2501 -1576.47
1501236858 738.671 -1622.36 481.107 -1181.89 -211.174 -2209.32 -60.7574 -1576.25
1501236859 738.885 -1622.35 481.191 -1181.87 -211.184 -2209.32 -60.7312 -1576.19
1501236861 739.004 -1622.3 481.159 -1181.87 -211.029 -2209.31 -60.7057 -1576.21
1501236862 738.998 -1622.3 480.926 -1182.09 -210.926 -2209.37 -60.7716 -1576.2
1501236864 738.997 -1622.4 481.044 -1182.05 -210.836 -2209.3 -60.7708 -1576.26
1501236865 738.897 -1622.4 481.207 -1182.06 -210.892 -2209.37 -60.8871 -1576.24
1501236867 738.865 -1622.45 481.295 -1182.19 -210.772 -2209.4 -61.1496 -1576.25
1501236868 738.886 -1622.4 481.074 -1182.08 -210.757 -2209.37 -61.1937 -1576.18
1501236870 738.869 -1622.44 480.964 -1182.09 -210.721 -2209.37 -61.0329 -1576.2
1501236871 738.737 -1622.34 480.866 -1182.08 -210.748 -2209.3 -61.0504 -1576.19
1501236872 738.716 -1622.33 480.901 -1181.95 -210.642 -2209.31 -61.1563 -1576.08
1501236874 738.722 -1622.4 480.976 -1182.12 -210.676 -2209.23 -61.1912 -1576.12
1501236875 738.764 -1622.39 480.945 -1182.1 -210.753 -2209.26 -61.177 -1576.11
1501236877 738.834 -1622.42 480.986 -1181.95 -210.683 -2209.1 -61.2482 -1576.16
1501236878 738.804 -1622.38 480.904 -1182.02 -210.803 -2209.13 -61.0267 -1576.21
1501236880 738.953 -1622.36 481.017 -1181.78 -210.91 -2209.3 -60.8475 -1576.2
1501236881 738.93 -1622.38 481.021 -1181.89 -210.888 -2209.32 -60.7627 -1576.09
1501236883 739.032 -1622.45 480.909 -1182.04 -210.65 -2209.26 -60.6959 -1576.08
1501236884 739.168 -1622.42 481.024 -1181.79 -210.526 -2209.28 -60.8348 -1576.15
1501236886 739.219 -1622.46 481.01 -1181.95 -210.744 -2209.21 -60.5021 -1576.05
1501236887 739.362 -1622.42 480.895 -1181.98 -210.694 -2209.31 -60.4911 -1576.04
1501236889 739.308 -1622.48 481.081 -1181.87 -210.452 -2209.32 -60.5718 -1576.14
1501236890 739.211 -1622.31 481.101 -1182.05 -210.608 -2209.27 -60.3494 -1576.06
1501236891 739.195 -1622.28 481.222 -1181.85 -210.599 -2209.28 -60.2031 -1575.96
1501236893 739.153 -1622.36 481.118 -1181.8 -210.732 -2209.32 -60.2545 -1575.97
1501236894 739.168 -1622.36 480.951 -1181.92 -210.778 -2209.26 -60.3264 -1575.99
1501236896 738.997 -1622.42 480.819 -1181.82 -210.895 -2209.25 -60.6105 -1576.12
1501236897 738.84 -1622.35 480.861 -1181.84 -210.971 -2209.2 -60.7823 -1576.05
1501236899 738.76 -1622.31 481.071 -1181.66 -210.928 -2209.3 -60.7222 -1575.89
1501236900 738.791 -1622.26 480.917 -1181.56 -210.927 -2209.31 -60.7782 -1575.99
1501236902 738.863 -1622.28 481.041 -1181.75 -211.061 -2209.12 -60.7098 -1576.02
1501236903 738.853 -1622.33 480.938 -1181.65 -210.914 -2209.15 -60.9059 -1576.02
1501236916 739.954 -1575.78 481.03 -1181.89 -211.151 -2159.61 -60.7726 -1575.76
1501236918 740.004 -1575.72 480.956 -1181.83 -211.263 -2159.29 -60.61 -1575.89
1501236919 740.151 -1575.71 480.964 -1181.67 -211.297 -2159.39 -60.6369 -1575.85
1501236921 740.079 -1575.73 480.982 -1181.77 -211.236 -2159.31 -60.7307 -1575.83
1501236922 740.094 -1575.75 481.1 -1181.72 -211.294 -2159.33 -60.6502 -1575.81
1501236923 740.019 -1575.73 481.027 -1181.81 -211.166 -2159.31 -60.6612 -1575.9
1501236925 740.049 -1575.79 480.835 -1181.78 -211.141 -2159.31 -60.6934 -1575.93
1501236926 740.057 -1575.78 480.977 -1181.54 -211.195 -2159.3 -60.6561 -1575.87
1501236928 739.981 -1575.8 481.016 -1181.65 -211.23 -2159.29 -60.6986 -1575.98
1501236929 740.073 -1575.81 480.899 -1181.7 -211.364 -2159.36 -60.5718 -1575.93
1501236931 740.08 -1575.77 480.95 -1181.57 -211.311 -2159.41 -60.6292 -1575.87
1501236932 739.896 -1575.78 480.888 -1181.69 -211.36 -2159.37 -60.6087 -1575.91
1501236934 740.064 -1575.69 480.928 -1181.77 -211.354 -2159.38 -60.5294 -1575.91
1501236935 739.924 -1575.7 481.141 -1181.65 -211.275 -2159.44 -60.6266 -1575.85
1501236937 739.881 -1575.82 480.95 -1181.8 -211.312 -2159.51 -60.7354 -1575.79
1501236938 740.007 -1575.81 480.768 -1181.69 -211.34 -2159.55 -60.6347 -1575.8
1501236939 740.137 -1575.89 480.822 -1181.62 -211.314 -2159.5 -60.584 -1575.9
1501236941 739.852 -1575.96 480.985 -1181.7 -211.354 -2159.54 -60.6331 -1576.02
1501236942 739.92 -1576.01 480.821 -1181.72 -211.259 -2159.62 -60.8078 -1575.94
1501236944 740.045 -1576.01 480.843 -1181.65 -211.309 -2159.59 -60.6326 -1575.97
1501236945 739.924 -1576.01 480.898 -1181.61 -211.314 -2159.54 -60.6046 -1575.9
1501236947 739.953 -1576.02 480.852 -1181.59 -211.043 -2159.5 -60.7676 -1576.01
1501236948 740.044 -1575.94 480.803 -1181.67 -211.024 -2159.53 -60.7991 -1575.92
1501236950 739.936 -1575.99 480.978 -1181.69 -211.281 -2159.51 -60.6795 -1575.97
1501236951 739.95 -1575.91 481.024 -1181.69 -211.26 -2159.53 -60.6647 -1575.87
1501236953 739.935 -1575.89 480.949 -1181.73 -211.309 -2159.51 -60.6045 -1575.92
1501236954 739.881 -1575.85 481.017 -1181.72 -211.356 -2159.59 -60.544 -1575.97
1501236956 739.93 -1575.87 481.029 -1181.74 -211.229 -2159.56 -60.4939 -1575.88
1501236957 739.994 -1575.77 481.026 -1181.69 -211.1 -2159.61 -60.6112 -1575.79
1501236958 739.87 -1575.85 481.103 -1181.71 -211.145 -2159.53 -60.6342 -1575.8
1501236960 739.867 -1575.91 481.035 -1181.81 -211.157 -2159.6 -60.6578 -1575.87
1501236973 741.016 -1530.34 480.999 -1181.61 -211.392 -2109.98 -60.684 -1575.42
1501236974 741.026 -1529.45 480.988 -1181.59 -211.434 -2109.13 -60.6695 -1575.46
1501236976 740.974 -1529.45 480.946 -1181.64 -211.544 -2109.15 -60.759 -1575.5
1501236977 741.012 -1529.42 480.965 -1181.57 -211.563 -2109.18 -60.6726 -1575.5
1501236979 741.038 -1529.47 480.854 -1181.55 -211.435 -2109.03 -60.748 -1575.38
1501236980 741.072 -1529.42 480.78 -1181.51 -211.508 -2109.09 -60.6518 -1575.33
1501236982 741.084 -1529.44 480.817 -1181.73 -211.322 -2109.12 -60.9047 -1575.47
1501236983 741.029 -1529.41 481.008 -1181.63 -211.439 -2109.13 -60.8917 -1575.38
1501236985 740.924 -1529.28 480.881 -1181.56 -211.476 -2109.14 -60.7835 -1575.49
1501236986 741.042 -1529.38 480.986 -1181.48 -211.458 -2109.23 -60.7906 -1575.37
1501236988 741.043 -1529.32 480.834 -1181.74 -211.357 -2109.22 -60.803 -1575.24
1501236989 741.118 -1529.31 480.996 -1181.7 -211.456 -2109.22 -60.8154 -1575.19
1501236990 741.101 -1529.39 481.001 -1181.51 -211.472 -2109.24 -60.7073 -1575.28
1501236992 741.144 -1529.38 480.989 -1181.58 -211.563 -2109.33 -60.6395 -1575.37
1501236993 741.092 -1529.41 481.133 -1181.56 -211.464 -2109.39 -60.5973 -1575.33
1501236995 741.093 -1529.36 481.078 -1181.58 -211.501 -2109.44 -60.4956 -1575.4
1501236996 741.139 -1529.42 481.105 -1181.47 -211.524 -2109.27 -60.4161 -1575.39
1501236998 741.137 -1529.4 481.227 -1181.59 -211.598 -2109.34 -60.4678 -1575.44
1501236999 741.107 -1529.44 481.282 -1181.32 -211.628 -2109.36 -60.5014 -1575.43
1501237001 741.09 -1529.47 481.178 -1181.35 -211.6 -2109.24 -60.5291 -1575.28
1501237002 741.069 -1529.49 481.142 -1181.32 -211.69 -2109.2 -60.3529 -1575.36
1501237004 741.058 -1529.6 481.172 -1181.32 -211.629 -2109.18 -60.3936 -1575.37
1501237005 741.038 -1529.61 481.179 -1181.3 -211.685 -2109.21 -60.3385 -1575.4
1501237007 741.17 -1529.49 481.184 -1181.42 -211.634 -2109.21 -60.3887 -1575.35
1501237008 741.012 -1529.47 481.056 -1181.3 -211.625 -2109.2 -60.4101 -1575.39
1501237009 740.979 -1529.51 481.032 -1181.25 -211.541 -2109.26 -60.5842 -1575.32
1501237011 741.048 -1529.46 480.959 -1181.38 -211.565 -2109.13 -60.5158 -1575.38
1501237012 740.993 -1529.61 481.101 -1181.49 -211.487 -2109.11 -60.5481 -1575.42
1501237014 741.06 -1529.52 481.091 -1181.37 -211.411 -2109.19 -60.4771 -1575.37
1501237015 741.115 -1529.49 481.013 -1181.58 -211.478 -2109.19 -60.6126 -1575.42
1501237017 741.032 -1529.65 480.98 -1181.63 -211.315 -2109.1 -60.5441 -1575.3
1501237018 741.071 -1529.52 480.963 -1181.6 -211.34 -2109.12 -60.5927 -1575.39
1501237031 742.084 -1483.26 480.662 -1181.23 -211.876 -2059.84 -60.4956 -1575.21
1501237033 742.117 -1482.59 480.513 -1181.15 -211.782 -2059.3 -60.6347 -1575.2
1501237034 742.087 -1482.64 480.753 -1181.11 -211.731 -2059.19 -60.5934 -1575.27
1501237036 742.277 -1482.59 480.771 -1181.18 -211.823 -2059.35 -60.6575 -1575.28
1501237037 742.087 -1482.56 480.681 -1181.19 -211.878 -2059.36 -60.6072 -1575.28
1501237039 742.013 -1482.6 480.842 -1181.18 -211.894 -2059.44 -60.6705 -1575.2
1501237040 742.231 -1482.58 480.884 -1181.23 -211.967 -2059.4 -60.6243 -1575.29
1501237041 742.151 -1482.57 480.924 -1181.3 -211.981 -2059.4 -60.7327 -1575.2
1501237043 742.001 -1482.57 480.81 -1181.47 -211.975 -2059.41 -60.6368 -1575.2
1501237044 742.097 -1482.65 480.842 -1181.49 -211.927 -2059.37 -60.5269 -1575.21
1501237046 742.066 -1482.61 480.73 -1181.58 -211.84 -2059.45 -60.5585 -1575.2
1501237047 742.065 -1482.72 480.827 -1181.56 -211.879 -2059.48 -60.6453 -1575.19
1501237049 742.121 -1482.65 480.812 -1181.53 -211.884 -2059.36 -60.6476 -1575.04
1501237050 742.141 -1482.58 480.552 -1181.69 -211.918 -2059.31 -60.6039 -1575.2
1501237052 742.093 -1482.65 480.814 -1181.56 -211.849 -2059.49 -60.6589 -1575.1
1501237053 741.947 -1482.58 480.797 -1181.62 -211.938 -2059.47 -60.6373 -1575.09
1501237055 742.128 -1482.54 480.991 -1181.51 -211.835 -2059.51 -60.6742 -1575.18
1501237056 742.057 -1482.56 480.877 -1181.55 -211.825 -2059.56 -60.5888 -1575.2
1501237058 742.034 -1482.55 480.912 -1181.61 -211.854 -2059.55 -60.5858 -1575.09
1501237059 741.998 -1482.64 481.055 -1181.77 -211.673 -2059.61 -60.6802 -1575.1
1501237060 742.03 -1482.57 480.957 -1181.85 -211.677 -2059.64 -60.7325 -1575.08
1501237062 741.966 -1482.59 480.875 -1181.67 -211.861 -2059.6 -60.564 -1575.08
1501237063 741.87 -1482.52 480.909 -1181.53 -211.897 -2059.57 -60.5526 -1575.15
1501237065 741.944 -1482.54 480.923 -1181.72 -211.656 -2059.6 -60.7796 -1575.07
1501237066 742.066 -1482.51 480.783 -1181.69 -211.599 -2059.65 -60.7735 -1574.97
1501237068 742.046 -1482.57 480.644 -1181.66 -211.697 -2059.48 -60.8006 -1574.99
1501237069 741.931 -1482.54 480.614 -1181.44 -211.769 -2059.57 -60.6183 -1575.02
1501237071 741.984 -1482.44 480.679 -1181.45 -211.673 -2059.64 -60.7095 -1574.98
1501237072 741.948 -1482.48 480.643 -1181.47 -211.639 -2059.6 -60.7514 -1574.99
1501237074 741.916 -1482.59 480.649 -1181.55 -211.638 -2059.58 -60.8961 -1575.03
1501237075 742.015 -1482.61 480.576 -1181.56 -211.688 -2059.55 -60.7043 -1575.07
1501237090 742.948 -1434.3 480.447 -1181.29 -212.352 -2012.1 -60.5711 -1575.01
1501237091 742.968 -1434.2 480.515 -1181.23 -212.31 -2012.2 -60.6904 -1574.95
1501237093 742.939 -1434.33 480.454 -1181.33 -212.262 -2012.1 -60.6419 -1575.07
1501237094 742.852 -1434.18 480.499 -1181.23 -212.216 -2012.13 -60.683 -1574.97
1501237095 742.885 -1434.28 480.552 -1181.17 -212.126 -2012.11 -60.8182 -1575.09
1501237097 743.007 -1434.25 480.644 -1181.29 -212.081 -2012.12 -60.7903 -1575.03
1501237098 742.976 -1434.34 480.462 -1181.33 -212.017 -2012.24 -60.9177 -1575.07
1501237100 742.928 -1434.37 480.317 -1181.21 -212.061 -2012.04 -60.8971 -1575.02
1501237101 742.819 -1434.42 480.519 -1181.09 -212.08 -2011.96 -60.8931 -1575.04
1501237103 742.82 -1434.31 480.408 -1181.11 -212.132 -2012.02 -60.6822 -1575.02
1501237104 742.888 -1434.39 480.387 -1181.22 -212.045 -2012.05 -60.8497 -1575.11
1501237106 742.884 -1434.34 480.452 -1181.23 -212.002 -2012.08 -60.9319 -1575.02
1501237107 742.865 -1434.41 480.621 -1181.16 -212.059 -2012.03 -60.9275 -1574.97
1501237108 742.751 -1434.33 480.536 -1181.09 -212.195 -2011.99 -60.804 -1575.01
1501237110 742.956 -1434.32 480.588 -1181.23 -212.153 -2012.11 -60.792 -1575.1
1501237111 742.839 -1434.33 480.436 -1181.19 -212.144 -2012.13 -60.8287 -1575.06
1501237113 742.872 -1434.2 480.735 -1181.26 -212.21 -2012.21 -60.8889 -1575.13
1501237114 742.82 -1434.19 480.639 -1181.15 -212.214 -2012.12 -60.7401 -1575.05
1501237116 742.785 -1434.34 480.543 -1181.14 -212.218 -2012.15 -60.6158 -1575.1
1501237117 742.82 -1434.35 480.598 -1181.25 -212.147 -2012.17 -60.7595 -1575.08
1501237119 742.874 -1434.38 480.624 -1181.37 -212.243 -2012.27 -60.5747 -1575.12
1501237120 742.914 -1434.32 480.707 -1181.33 -212.167 -2012.23 -60.6207 -1575.05
1501237122 742.807 -1434.36 480.514 -1181.27 -211.98 -2012.12 -60.737 -1575.02
1501237123 742.818 -1434.26 480.459 -1181.33 -212.015 -2012.17 -60.7869 -1575.07
1501237125 742.878 -1434.31 480.624 -1181.35 -212.03 -2012.1 -60.7691 -1575.07
1501237126 742.933 -1434.28 480.693 -1181.15 -212.078 -2012.14 -60.7815 -1575.19
1501237127 742.957 -1434.37 480.588 -1181.15 -212.007 -2012.11 -60.7914 -1575.17
1501237129 743.047 -1434.34 480.466 -1181.22 -211.936 -2012.13 -60.7722 -1575.11
1501237130 742.84 -1434.31 480.638 -1181.3 -212.069 -2012.19 -60.8028 -1575.13
1501237132 742.944 -1434.39 480.501 -1181.44 -212.067 -2012.24 -60.9039 -1575.2
1501237133 742.812 -1434.55 480.466 -1181.37 -212.03 -2012.13 -60.7782 -1575.2
1501237146 743.905 -1386.42 480.508 -1181.66 -212.435 -1966.67 -60.5659 -1575.22
1501237148 743.784 -1385.03 480.641 -1181.65 -212.437 -1965.48 -60.6204 -1575.17
1501237149 743.81 -1384.98 480.501 -1181.86 -212.49 -1965.59 -60.4479 -1575.07
1501237151 743.707 -1384.91 480.623 -1181.63 -212.369 -1965.52 -60.6149 -1575.08
